,City,Var,Phase,Period,Dtype,Ttype,Mean Obs,Mean Pred,Mean O-P,Mean abs(O-P),StdD Obs,StdD Pred,StdD O-P,StdD abs(O-P),abs(O-P)/Std,Month
0,DENVER,TMIN,0,0,0,1,17.1375,28.625658222607203,-11.488158222607206,11.781678932053703,4.514605086927216,6.387795535305991,7.813264709052795,7.354776762666277,2.609680958843886,1
1,DENVER,TMIN,0,0,0,1,20.63035714285715,25.19267874104636,-4.562321598189218,5.811851825032916,3.888674447808529,3.308623355006155,5.430024727825565,4.035670602823373,1.4945585965182038,2
2,DENVER,TMIN,0,0,0,1,26.019999999999992,26.123681588606402,-0.10368158860640103,3.6506902347911483,3.2956986557677923,3.3656736267995515,4.876432428506073,3.1962785707129373,1.1077136037307556,3
3,DENVER,TMIN,0,0,0,1,34.43636363636363,32.27782086459073,2.1585427717729044,4.7084479175914415,2.9987258798291148,4.730762788160597,5.8226450038979936,4.008585467251854,1.5701494922436048,4
4,DENVER,TMIN,0,0,0,1,44.063636363636355,39.9103290904652,4.153307273171165,6.028796553178267,2.355557937868054,5.166301247666401,5.8639240110484625,3.8646527274724805,2.559392174677203,5
5,DENVER,TMIN,0,0,0,1,52.863636363636346,44.40365316217596,8.459983201460403,9.040698533491655,2.6866862169376664,5.346104184083449,6.660271063933984,5.831645936242404,3.3649997817000035,6
6,DENVER,TMIN,0,0,0,1,58.97636363636362,47.10968770113858,11.866675935225052,11.91114553971724,2.0804169486270494,5.66383808448409,5.839443119428935,5.746487999309555,5.725364594620267,7
7,DENVER,TMIN,0,0,0,1,57.36000000000001,47.96782864657315,9.392171353426848,9.629151389382102,1.9807966971790807,5.996697155352143,5.8569165292467815,5.450901030406635,4.8612517393104,8
8,DENVER,TMIN,0,0,0,1,48.152727272727276,47.011951411854135,1.140775860873135,4.25194962241433,2.6463709984201866,5.892755197245662,5.8891601319573725,4.194496724671761,1.6067095750945846,9
9,DENVER,TMIN,0,0,0,1,36.83272727272727,44.533652392300695,-7.700925119573419,9.374884206598454,2.601997419750945,7.032622537015664,7.466062238280379,5.160285070067354,3.602956765228379,10
10,DENVER,TMIN,0,0,0,1,25.2309090909091,41.84075695384632,-16.60984786293723,16.60984786293723,2.8789062176634044,8.177934305387053,8.592193252950333,8.592193252950333,5.769499458172075,11
11,DENVER,TMIN,0,0,0,1,18.541818181818183,36.76362557844682,-18.221807396628638,18.262972682606087,3.9678658742401565,8.363143444973211,9.481781982441882,9.400769653341413,4.602719260540386,12
12,DENVER,TMIN,0,1,0,1,17.200000000000003,19.8533035104925,-2.653303510492498,3.9408905480124745,4.531699051823311,3.104921839950089,4.496328349237028,3.4013433405870477,0.8696275950687575,1
13,DENVER,TMIN,0,1,0,1,20.63035714285715,23.052315592765808,-2.4219584499086646,3.8441964387893677,3.888674447808529,2.8826013130288186,4.4454073457355125,3.269196727349546,0.988562166975889,2
14,DENVER,TMIN,0,1,0,1,26.019999999999992,29.147015242143112,-3.1270152421431114,3.894596557617189,3.2956986557677923,3.3357127859162254,4.258178615206594,3.5556460193761406,1.1817210747715867,3
15,DENVER,TMIN,0,1,0,1,34.43636363636363,39.2045615456321,-4.768197909268466,6.093818997469816,2.9987258798291148,5.618706768457235,6.202689263802404,4.879322574829849,2.032136061005042,4
16,DENVER,TMIN,0,1,0,1,44.063636363636355,45.94086258628152,-1.8772262226451522,5.5009158394553435,2.355557937868054,5.888727970174418,6.3667042326857155,3.6474255443185837,2.3352920983272694,5
17,DENVER,TMIN,0,1,0,1,52.863636363636346,52.67815322875977,0.1854831348765988,3.790146304043856,2.6866862169376664,4.030586494325206,4.70670493838249,2.748978189481843,1.4107141653348463,6
18,DENVER,TMIN,0,1,0,1,58.97636363636362,55.120219282670455,3.8561443536931823,4.344127752130682,2.0804169486270494,3.124202058932609,3.908832952621942,3.3471293311610406,2.0881043845550025,7
19,DENVER,TMIN,0,1,0,1,57.36000000000001,55.57889751087536,1.7811024891246445,3.065627913041548,1.9807966971790807,3.943052038874825,4.2427368320752965,3.414641381507723,1.547674184537672,8
20,DENVER,TMIN,0,1,0,1,48.152727272727276,47.85878621881658,0.29394105391068903,5.799410580721768,2.6463709984201866,6.65798890833318,7.198464620860433,4.201177790648233,2.1914578810695335,9
21,DENVER,TMIN,0,1,0,1,36.83272727272727,36.19037642045455,0.6423508522727273,6.10090115633878,2.601997419750945,7.330745322736098,7.4584306082385075,4.258893067881534,2.3446991568972186,10
22,DENVER,TMIN,0,1,0,1,25.2309090909091,28.262462442571465,-3.031553351662375,6.044885649247604,2.8789062176634044,6.565560218341142,7.447575178273823,5.254480156439423,2.099716069998901,11
23,DENVER,TMIN,0,1,0,1,18.541818181818183,21.57105236053467,-3.0292341787164863,4.606089848605069,3.9678658742401565,3.0613102220686423,4.993932213649847,3.5604207107553454,1.160848172441598,12
24,DENVER,TMIN,0,2,0,1,17.200000000000003,18.748888796026055,-1.548888796026057,3.430457968278365,4.531699051823311,2.5365063068326537,4.4390656679754175,3.187917644146505,0.7569915674118153,1
25,DENVER,TMIN,0,2,0,1,20.558181818181822,21.556586907126686,-0.9984050889448683,3.2792938856645057,3.8864765967004535,2.6762678519760934,4.175749658080031,2.73847497264948,0.8437703930723693,2
26,DENVER,TMIN,0,2,0,1,26.019999999999992,27.913846657492897,-1.8938466574928974,3.3093287381258887,3.2956986557677923,2.8221674963527192,4.025500824310352,2.950129901262265,1.0041357186386692,3
