,City,Var,Period,Phase,D-Type,T-Type,Start,End,Winter,Spring,Summer,Fall
0,DENVER,TMIN,34,0,0,2,200801,201812,0.8398694543566828,1.062440734251548,1.236841527545755,1.047028382241127
1,DENVER,TMIN,35,0,0,2,200802,201812,0.8653117805117896,0.9646905259485511,1.0287512513684396,1.0140192656416318
2,DENVER,TMIN,36,0,0,2,200803,201812,0.9130158198446673,0.9556760955024268,1.168369221670862,1.3080028051126544
