,City,Var,Phase,Period,Dtype,End,Start,Ttype,Mean Obs,Mean Pred,Mean O-P,Mean abs(O-P),StdD Obs,StdD Pred,StdD O-P,StdD abs(O-P),abs(O-P)/Std,Month
0,DENVER,TMIN,0,34,0,200502,195211,1,17.17169811320755,17.999356845639788,-0.8276587324322393,2.6678555650531117,4.56859586906131,2.119304670829444,3.655519723950642,2.6089632908917495,0.5839552548562945,1
1,DENVER,TMIN,0,34,0,200502,195211,1,20.539622641509435,21.167100096648593,-0.62747745513916,2.1909881339882906,3.9583086725481396,2.3628647741761553,2.8112650328158626,1.8470965830914279,0.55351624020212,2
2,DENVER,TMIN,0,34,0,200502,195211,1,26.22692307692307,27.299351178682766,-1.0724281017596904,2.2006867482112002,3.2619683330362856,2.2027997149681235,2.6643113952383284,1.8257121574483783,0.6746499424667223,3
3,DENVER,TMIN,0,34,0,200502,195211,1,34.49615384615384,34.70524963965783,-0.2090957935039819,1.6953390121459957,3.057357665932444,2.2942432133893393,2.225808806080347,1.4381489635531872,0.5545111816771837,4
4,DENVER,TMIN,0,34,0,200502,195211,1,44.12499999999999,43.98083972930908,0.1441602706909181,1.2514572290273815,2.364349182930374,2.539459209127017,1.7079579474660251,1.1582124599291448,0.5293030479856302,5
5,DENVER,TMIN,0,34,0,200502,195211,1,52.89230769230768,52.83296665778527,0.05934103452242417,1.3763508283174952,2.6331853634658984,2.2671296610736644,1.8007083876261352,1.146584295324772,0.5226942422716075,6
6,DENVER,TMIN,0,34,0,200502,195211,1,59.04230769230768,57.967345017653244,1.0749626746544472,1.7298789978027347,2.095218286521708,2.037731039436081,2.056393308293892,1.5348610616751546,0.8256318727890273,7
7,DENVER,TMIN,0,34,0,200502,195211,1,57.39423076923078,56.62400164970985,0.7702291195209209,1.4338427763718822,2.0026857909002875,2.1432622418606755,1.8029232929467476,1.3263486473550026,0.7159599288549965,8
8,DENVER,TMIN,0,34,0,200502,195211,1,48.146153846153844,48.08643656510573,0.05971728104811465,1.5974964875441329,2.6935989146719983,2.320168765521723,2.106596078326907,1.356226002387957,0.5930714030372489,9
9,DENVER,TMIN,0,34,0,200502,195211,1,36.73461538461538,36.46365675559411,0.27095862902127776,1.6830329088064344,2.5163687356737525,2.044400538199765,2.427379154172223,1.7546756887232458,0.6688339768916283,10
10,DENVER,TMIN,0,34,0,200502,195211,1,25.24905660377359,25.9671347995974,-0.7180781958238134,1.623197116491929,2.931763885019329,2.160828938353958,2.060705542690036,1.444514520632223,0.5536588825539841,11
11,DENVER,TMIN,0,34,0,200502,195211,1,18.507547169811325,19.420096649313873,-0.9125494795025516,2.308337211608886,4.005805837329872,1.953653160132333,3.1916100688240348,2.367328754045599,0.5762479025063136,12
12,DENVER,TMIN,0,35,0,200502,195212,1,17.17169811320755,16.973942990572947,0.19775512263459985,2.6211017680618,4.56859586906131,2.183172553842318,3.6211068468817356,2.4799154675005,0.5737215203936054,1
13,DENVER,TMIN,0,35,0,200502,195212,1,20.539622641509435,20.290674245582437,0.24894839592699738,2.296705541070902,3.9583086725481396,2.3243402309567514,3.0884622345827997,2.0555948588214514,0.5802239620672156,2
14,DENVER,TMIN,0,35,0,200502,195212,1,26.22692307692307,26.135198189662052,0.0917248872610239,2.00779023537269,3.2619683330362856,2.3282104841628795,2.4694347298652652,1.4129476703319999,0.6155149377259009,3
15,DENVER,TMIN,0,35,0,200502,195212,1,34.49615384615384,34.112530561593864,0.38362328455998296,1.612374877929687,3.057357665932444,2.3811477110828694,2.2589046676131606,1.6130636859073122,0.5273752874569024,4
16,DENVER,TMIN,0,35,0,200502,195212,1,44.12499999999999,44.098802933326134,0.026197066673865822,1.34034979893611,2.364349182930374,2.522181112553469,1.8281697227841724,1.229284534827294,0.5669001045246965,5
17,DENVER,TMIN,0,35,0,200502,195212,1,52.89230769230768,53.79710182776818,-0.904794135460486,1.5768100738525386,2.6331853634658984,2.1744587619251545,1.8750145685745778,1.3473316186104194,0.5988222841164063,6
18,DENVER,TMIN,0,35,0,200502,195212,1,59.04230769230768,59.436129276569076,-0.39382158426138064,1.300488119858962,2.095218286521708,1.9307201878552047,1.5872433870609604,0.9762410578603813,0.6206933798854508,7
19,DENVER,TMIN,0,35,0,200502,195212,1,57.39423076923078,57.97738786844107,-0.5831570992102991,1.2581134649423449,2.0026857909002875,1.8571643400002809,1.6207183465170014,1.166011358565266,0.62821310794679,8
20,DENVER,TMIN,0,35,0,200502,195212,1,48.146153846153844,48.81590403043307,-0.6697501842792216,1.4727295508751506,2.6935989146719983,2.328458383647638,1.967868200435651,1.455474337433333,0.5467516128155576,9
21,DENVER,TMIN,0,35,0,200502,195212,1,36.73461538461538,36.73562005849985,-0.001004673884465158,1.8235883272611177,2.5163687356737525,2.495225912491169,2.572033984577211,1.7957394241689724,0.7246904245028524,10
22,DENVER,TMIN,0,35,0,200502,195212,1,25.35384615384616,25.161677067096416,0.19216908674973704,1.5836626933171198,2.858387145560672,2.336969687442784,2.061256454531356,1.3150161498075723,0.5540406574304282,11
23,DENVER,TMIN,0,35,0,200502,195212,1,18.507547169811325,18.104087307768047,0.403459862043273,2.135918962730552,4.005805837329872,2.2364314480159027,2.8813510123397212,1.9540241638404547,0.5332058141275963,12
24,DENVER,TMIN,0,36,0,200502,195301,1,17.17169811320755,17.663378787490558,-0.49168067428300954,2.3993514474832787,4.56859586906131,2.4316795624575285,3.3560514152235106,2.3752648867724218,0.5251835610437268,1
25,DENVER,TMIN,0,36,0,200502,195301,1,20.539622641509435,20.88046331225701,-0.3408406707475769,2.114613777736448,3.9583086725481396,2.5488934306813738,2.819864722289813,1.8741557904541697,0.5342215457833855,2
26,DENVER,TMIN,0,36,0,200502,195301,1,26.22692307692307,27.197813217456524,-0.9708901405334471,2.225514169839713,3.2619683330362856,2.3958444766929894,2.8908165392505607,2.065890015555064,0.6822611204714466,3
27,DENVER,TMIN,0,36,0,200502,195301,1,34.49615384615384,34.931510558495155,-0.4353567123413091,1.776456436744103,3.057357665932444,2.520612287707138,2.358173454317879,1.5926575387976691,0.5810430544449606,4
28,DENVER,TMIN,0,36,0,200502,195301,1,44.12499999999999,44.24144282707801,-0.11644282707801218,1.2649277466994064,2.364349182930374,2.6394128843155,1.6435284261446623,1.0409586447157684,0.5350003949635117,5
29,DENVER,TMIN,0,36,0,200502,195301,1,52.89230769230768,53.12966302724985,-0.23735533494215666,1.4242415794959435,2.6331853634658984,2.175695550582695,1.7891366184764088,1.0909693718654587,0.5408816254474781,6
30,DENVER,TMIN,0,36,0,200502,195301,1,59.04230769230768,58.420529292179985,0.6217784001277044,1.3650118020864634,2.095218286521708,2.1553368566079403,1.686165731871632,1.156525890555711,0.6514890648231849,7
31,DENVER,TMIN,0,36,0,200502,195301,1,57.39423076923078,56.965486819927506,0.4287439493032601,1.3027453789344194,2.0026857909002875,2.263592825292562,1.704654742610933,1.1674119327469652,0.6504991371356278,8
32,DENVER,TMIN,0,36,0,200502,195301,1,48.146153846153844,47.81297889122596,0.3331749549278848,1.5017170539269087,2.6935989146719983,2.194894521421457,1.9417329635574256,1.2586247310794645,0.557513238421309,9
33,DENVER,TMIN,0,36,0,200502,195301,1,36.73461538461538,36.191145823552056,0.5434695610633263,1.7104642427884618,2.5163687356737525,1.9802062429200082,2.3460200637553865,1.6798530601577901,0.6797351352128004,10
34,DENVER,TMIN,0,36,0,200502,195301,1,25.35384615384616,25.386696962209847,-0.03285080836369444,1.555983235285832,2.858387145560672,2.039018727014537,2.090465718406058,1.3793444802968664,0.5443570643334342,11
