,City,Var,Phase,Period,Dtype,End,Start,Ttype,Mean Obs,Mean Pred,Mean O-P,Mean abs(O-P),StdD Obs,StdD Pred,StdD O-P,StdD abs(O-P),abs(O-P)/Std,Month
0,DENVER,TMIN,0,33,0,200502,195210,1,17.17169811320755,17.817053848842406,-0.6453557356348576,2.66679297393223,4.56859586906131,2.07274030026367,3.667244817193861,2.573835275512107,0.5837226689258825,1
1,DENVER,TMIN,0,33,0,200502,195210,1,20.539622641509435,20.95843408692558,-0.41881144541614457,2.099055099487305,3.9583086725481396,2.150282100975087,2.7357483568306002,1.7811040207046167,0.5302909078427301,2
2,DENVER,TMIN,0,33,0,200502,195210,1,26.22692307692307,27.06750253530649,-0.8405794583834134,1.8820498833289512,3.2619683330362856,2.1079100731251534,2.5606531766915452,1.914629982719963,0.5769675518514654,3
3,DENVER,TMIN,0,33,0,200502,195210,1,34.49615384615384,34.644069084754356,-0.14791523860051134,1.4481521019568813,3.057357665932444,2.2971153931604786,2.0873056751546266,1.496959554140706,0.4736613311858685,4
4,DENVER,TMIN,0,33,0,200502,195210,1,44.12499999999999,43.95870194068322,0.166298059316782,1.003416794996995,2.364349182930374,2.4855664412577876,1.3350208472781064,0.8853759848128567,0.42439450240313503,5
5,DENVER,TMIN,0,33,0,200502,195210,1,52.89230769230768,52.59330551440899,0.2990021778987012,1.4037141799926762,2.6331853634658984,2.272555051166279,1.6462750289262738,0.8901279130872521,0.5330859724000039,6
6,DENVER,TMIN,0,33,0,200502,195210,1,59.04230769230768,58.13701013418344,0.9052975581242488,1.4080229832575877,2.095218286521708,1.9635775717193042,1.5691859349285655,1.1298567207462957,0.6720173226413846,7
7,DENVER,TMIN,0,33,0,200502,195210,1,57.39423076923078,56.52021576808049,0.8740150011502779,1.3067660258366511,2.0026857909002875,2.046958296217831,1.3811497857801913,0.972283340636511,0.6525067645530193,8
8,DENVER,TMIN,0,33,0,200502,195210,1,48.146153846153844,47.849562865037186,0.2965909811166618,1.50142323420598,2.6935989146719983,2.023613446776895,1.9646953356219212,1.2850080407895499,0.5574041576968817,9
9,DENVER,TMIN,0,33,0,200502,195210,1,36.74528301886792,36.479543146097434,0.2657398727704893,1.61542424615824,2.493265239194443,1.7585500251146988,2.331440200127193,1.687545286867625,0.6479151198049721,10
10,DENVER,TMIN,0,33,0,200502,195210,1,25.24905660377359,25.559481026991357,-0.31042442321777347,1.4312603572629534,2.931763885019329,2.0354079723282896,1.9377816900014049,1.3286511133411398,0.4881908684994655,11
11,DENVER,TMIN,0,33,0,200502,195210,1,18.507547169811325,19.35344388350001,-0.8458967136886881,2.289204755819068,4.005805837329872,2.024888502974206,3.092726099569422,2.2255381204006603,0.5714717209920915,12
12,DENVER,TMIN,0,34,0,200502,195211,1,17.17169811320755,18.650296733064472,-1.4785986198569245,2.7634402149128463,4.56859586906131,2.3211372915503983,3.7187487971171556,2.8764440355743086,0.6048773614726921,1
13,DENVER,TMIN,0,34,0,200502,195211,1,20.539622641509435,21.814387339466023,-1.274764697956589,2.9967833177098693,3.9583086725481396,2.339571226920473,3.6237133970185362,2.3736381528403654,0.7570868180375399,2
14,DENVER,TMIN,0,34,0,200502,195211,1,26.22692307692307,27.8112122462346,-1.5842891693115226,2.2088920006385213,3.2619683330362856,2.4753702027262836,2.4720807379704772,1.9223672783986574,0.677165372289943,3
15,DENVER,TMIN,0,34,0,200502,195211,1,34.49615384615384,35.41185775169959,-0.9157039055457487,2.1296544881967394,3.057357665932444,2.6477875712024477,2.6505967252152023,1.8045109813346838,0.6965670101104215,4
16,DENVER,TMIN,0,34,0,200502,195211,1,44.12499999999999,44.635389254643364,-0.5103892546433667,1.6554488989023066,2.364349182930374,2.436590123386289,2.1347123498419864,1.424203366128281,0.7001710706920808,5
17,DENVER,TMIN,0,34,0,200502,195211,1,52.89230769230768,53.266479565547066,-0.3741718732393697,1.6273835548987754,2.6331853634658984,2.264079809796154,1.935862110337903,1.0908738189527012,0.6180284827182662,6
18,DENVER,TMIN,0,34,0,200502,195211,1,59.04230769230768,58.892295177166275,0.1500125151414138,1.3174209154569185,2.095218286521708,1.9230094731643144,1.6406322213306483,0.9721059053527072,0.6287750178259381,7
19,DENVER,TMIN,0,34,0,200502,195211,1,57.39423076923078,57.30958909254808,0.08464167668269217,1.307358668400691,2.0026857909002875,1.9651038019082352,1.6787813519411943,1.0406302722487004,0.6528026884401975,8
20,DENVER,TMIN,0,34,0,200502,195211,1,48.146153846153844,48.73762394831731,-0.5914701021634614,1.8964375422551094,2.6935989146719983,1.8748765063600001,2.366884714017274,1.5138841440763235,0.7040534252984877,9
21,DENVER,TMIN,0,34,0,200502,195211,1,36.73461538461538,37.42947637117826,-0.6948609865628756,2.142268048799955,2.5163687356737525,1.9527361910323293,2.676159431628616,1.7247693972637124,0.8513331207901719,10
22,DENVER,TMIN,0,34,0,200502,195211,1,25.24905660377359,26.448048213742815,-1.198991609969229,2.0977515598513037,2.931763885019329,2.527285266662214,2.4650550931774067,1.7482950230837457,0.7155254113642489,11
23,DENVER,TMIN,0,34,0,200502,195211,1,18.507547169811325,19.99712994413556,-1.4895827743242367,2.919938925977024,4.005805837329872,2.4371990692387797,3.4230337148872056,2.299713302892337,0.7289267239980238,12
24,DENVER,TMIN,0,35,0,200502,195212,1,17.17169811320755,18.338469631267042,-1.1667715180594964,2.96657335533286,4.56859586906131,2.426060136388462,3.772193961558994,2.57821333781862,0.6493402875536874,1
25,DENVER,TMIN,0,35,0,200502,195212,1,20.539622641509435,21.333374833160978,-0.7937521916515421,2.205526333934856,3.9583086725481396,2.715178851687034,2.8473358124135397,1.9472001541154125,0.5571890714917542,2
26,DENVER,TMIN,0,35,0,200502,195212,1,26.22692307692307,27.236888261941765,-1.0099651850186862,2.270909302051251,3.2619683330362856,2.352080937255574,2.7967618244437387,1.8983571014190737,0.6961776051141052,3
27,DENVER,TMIN,0,35,0,200502,195212,1,34.49615384615384,35.01872909986056,-0.5225752537067125,1.8358247830317578,3.057357665932444,2.457435561463835,2.372171339002019,1.5714007586211545,0.6004612425585677,4
28,DENVER,TMIN,0,35,0,200502,195212,1,44.12499999999999,44.017449158888596,0.10755084111140338,1.3404718545766978,2.364349182930374,2.807417116825501,1.6880327727458173,1.014470895045907,0.5669517278811234,5
29,DENVER,TMIN,0,35,0,200502,195212,1,52.89230769230768,52.61055953686054,0.28174815544715376,1.802436667222243,2.6331853634658984,2.5501968435841587,2.4249953933748065,1.6275938448132579,0.6845080837187274,6
30,DENVER,TMIN,0,35,0,200502,195212,1,59.04230769230768,58.040831125699555,1.0014765666081356,1.6074126170231748,2.095218286521708,2.215101615787675,1.728932790377854,1.1736234979756244,0.7671814566355546,7
31,DENVER,TMIN,0,35,0,200502,195212,1,57.39423076923078,56.57885500100943,0.8153757682213415,1.2887102420513443,2.0026857909002875,2.3994873058857102,1.5391425849131481,1.1633981633765456,0.6434909799165337,8
32,DENVER,TMIN,0,35,0,200502,195212,1,48.146153846153844,47.921783007108246,0.22437083904559812,1.705217654888447,2.6935989146719983,2.566672718353983,2.1869463110912393,1.3672166067373257,0.6330629425190768,9
