,City,Var,Phase,Period,Dtype,End,Start,Ttype,Mean Obs,Mean Pred,Mean O-P,Mean abs(O-P),StdD Obs,StdD Pred,StdD O-P,StdD abs(O-P),abs(O-P)/Std,Month
0,DENVER,TMIN,4,0,0,201812,200504,2,17.692307692307693,21.981086877676155,-4.288779185368464,5.72688337472769,3.8928270657842696,3.609219313204893,5.928442599224007,4.420697702268017,1.4711373708489979,1
1,DENVER,TMIN,4,0,0,201812,200504,2,18.792307692307695,22.334955508892353,-3.542647816584661,4.175196867722732,4.060882814212843,3.456907982061939,3.735597260740708,2.9437977656262952,1.0281500498142413,2
2,DENVER,TMIN,4,0,0,201812,200504,2,28.069230769230767,25.716544664823093,2.352686104407677,3.3278667449951174,2.7499650347427487,3.5676179636154894,3.059856922492787,1.8334472419483425,1.2101487484208793,3
3,DENVER,TMIN,4,0,0,201812,200504,2,33.72857142857143,34.19807311466762,-0.4695016860961917,3.536827768598285,2.3975720319422416,3.956875798812095,4.04646694908773,1.7719734407204148,1.4751705982043624,4
4,DENVER,TMIN,4,0,0,201812,200504,2,42.95,48.30817168099539,-5.3581716809953965,5.943709400721959,2.1827117925257027,4.6729851118950005,4.020838787900059,3.0067282471244288,2.7230848438511694,5
5,DENVER,TMIN,4,0,0,201812,200504,2,53.90000000000001,55.55049078805106,-1.6504907880510606,4.7027230398995545,2.3713027902562183,4.691496077646904,5.500341639667752,3.061147068941622,1.9831811691122867,6
6,DENVER,TMIN,4,0,0,201812,200504,2,59.81428571428571,56.675415311540874,3.138870402744838,3.3764147622244702,1.6166713870253206,3.4532844489612677,3.4722567625925196,3.223328451139697,2.088497878617795,7
7,DENVER,TMIN,4,0,0,201812,200504,2,57.199999999999996,53.522561482020784,3.677438517979213,4.288882064819335,1.4837582220626313,2.783696372109003,3.4858250826154515,2.627799901817808,2.8905531919190914,8
8,DENVER,TMIN,4,0,0,201812,200504,2,49.121428571428574,48.40640231541225,0.7150262560163233,4.0133097512381415,2.55348286175465,3.2473427823223084,4.757053417524953,2.415474905481635,1.5717002887892333,9
9,DENVER,TMIN,4,0,0,201812,200504,2,36.75,40.512352398463655,-3.7623523984636584,5.669315801348004,3.1161490040408224,5.271097024308279,5.734327979178164,3.676022941394541,1.8193339901257606,10
10,DENVER,TMIN,4,0,0,201812,200504,2,26.900000000000002,31.47753701891218,-4.57753701891218,5.260144942147392,2.2712246781112473,4.346428650051057,4.775524426334896,3.946364646143945,2.315994975240289,11
