,City,Var,Period,Phase,D-Type,T-Type,Start,End,Train Winter,Train Spring,Train Summer,Train Fall,Train R2,Test Winter,Test Spring,Test Summer,Test Fall,Test R2,Layers,First_neuron
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5840027005815887,0.5371628483673617,0.5110769172521775,0.5062702015984901,0.9752433219895034,1.0705597691378577,1.1183832747620195,1.2113937700277997,1.280829992351161,0.9351277798345797,1,25
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5994221593322858,0.407576318717235,0.5912411974888568,0.6417013362031083,0.9755236615047586,0.9833401964843489,1.3294324603460346,1.194480125864554,1.4133965279330718,0.9297191174766569,2,25
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5882642704113077,0.4715346779392315,0.8852991123790094,0.6328460921556776,0.9716243515489217,1.0431799421884416,1.3157095686453786,1.1790508881664996,0.9075734999280076,0.9411191157480313,4,25
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6581919361918165,0.5105018497729752,0.5840266337085659,0.7260231596627907,0.9716386009236174,0.8874182963968206,1.7172846510636592,1.2269213774680348,1.1700190708459963,0.926846575098467,6,25
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6883706630004499,0.6886998698538457,0.6286002289436392,0.6637130609299929,0.9668223786395356,1.1041722063690746,1.2106053127660952,1.2383262190350524,1.2513478874270907,0.9281619265396852,8,25
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6656711435498209,0.4128862981801979,0.7362088295620706,0.5799855048898984,0.9720091791233856,1.0070713820800463,1.573401042352363,1.2893168289159287,1.0729146073575377,0.9336770946489212,10,25
0,DENVER,TMIN,48,0,0,1,195401,200502,0.621008876052155,0.5004392824677014,0.6021711449310659,0.6519866702994968,0.9726373433203153,0.9748793501837278,1.4614109885892006,1.315814567177534,0.865543926637021,0.9348180283068394,1,50
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6823133120451027,0.5165034550104913,0.8956812779762716,0.7283341732608507,0.9683883132493432,1.1967110740533158,1.8576917260622638,1.354321066409118,1.2279683278343945,0.9221670896696152,2,50
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5648707025783758,0.6352407298229307,0.6743261790209228,0.6394862111596885,0.9729722044283007,0.970899520178954,1.3053653607280011,1.20254692434644,1.2960366696055343,0.9359816018144176,4,50
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5384729802180955,0.47370773977391806,0.48097801592836015,0.5869949721179246,0.9793093394837641,0.9215206114859504,1.3108104226344344,1.1123220176974338,1.1151850370791083,0.9416618683908591,6,50
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6850124379034951,0.5081358070016528,0.7890829601681184,0.8651792438381136,0.9676388124635316,1.0735026182853618,1.466127391869744,1.1408728868493023,1.0656853069486496,0.9384011069529485,8,50
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6532138329728375,0.5132014767473204,0.5725932568018007,0.812690938582531,0.9692662402679101,0.9012880682517403,1.0655050684076248,1.1123787188753802,1.3058889922801773,0.9425068550622814,10,50
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5746608499397767,0.599762280249729,1.315982980677027,0.8213871164356045,0.9637270975534886,1.0447463481986137,1.5163305212138811,1.7727660777498284,0.9702439761714926,0.9263003703356423,1,75
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5271022957849053,0.5672960102770551,1.064543153171819,0.5888210483734118,0.9700094766972504,0.9628006319171248,1.499871794033064,1.5079446510704815,0.9133938369755801,0.9330966905569498,2,75
0,DENVER,TMIN,48,0,0,1,195401,200502,0.4896010929331031,0.5757771133180816,0.6197830969707937,0.644259068574722,0.9781911614372368,1.0642831233144605,1.7827898294277913,1.3023496287790997,1.0894845825376465,0.9275094295359521,4,75
0,DENVER,TMIN,48,0,0,1,195401,200502,0.539524783223806,0.3705691384051124,0.509716548847874,0.5439162918875642,0.9797320164636272,0.9670518818444847,1.552683250613952,1.137290202486727,0.9512110505961324,0.9406375852860303,6,75
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6526805772294358,0.591414621281794,0.8055716301097032,0.7973326960910302,0.967368962202839,0.8448654181717874,1.62532101590767,1.2383821002527071,1.044669859751706,0.9342220271085062,8,75
0,DENVER,TMIN,48,0,0,1,195401,200502,0.750014337716329,0.5957200116904188,0.6821284301206383,1.0201706744592203,0.9608469473823062,0.9983019717635931,1.5917888002657588,1.1859353935116543,1.1645177114477439,0.928753847588583,10,75
0,DENVER,TMIN,48,0,0,1,195401,200502,0.9976173770379096,0.7685229210049198,0.7549559007100385,0.9792940030200677,0.9438807079292639,1.3829529653521233,1.4846952120838033,1.2266339251666138,1.1264245010588196,0.9159651102322077,1,100
0,DENVER,TMIN,48,0,0,1,195401,200502,0.6693269448943858,0.4666760645446891,0.48726967610890837,0.6367547641342348,0.972840617667332,0.9287176555550665,1.169091952014154,1.2161007427390513,0.9468767921203188,0.9435420645344607,2,100
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5441236235657293,0.6090171311883257,0.9810553216738119,0.6001467511410655,0.9731835792282285,0.9266098914872319,1.5537827928692884,1.8517857436669374,1.0939269817213924,0.9191862707701843,4,100
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5844709076786202,0.4784553931930072,0.46105810967600097,0.5857833727672782,0.976589251339553,0.8841828281307866,1.1354331611684163,1.2274499172560918,0.9184527635707272,0.9483433115617785,6,100
0,DENVER,TMIN,48,0,0,1,195401,200502,0.7285394537783193,0.5626411932977166,0.8463906561142464,0.621834199206856,0.9667117163131843,0.980191093923061,1.624312657746916,1.3835189338662275,1.0265348773870548,0.9348017615235984,8,100
0,DENVER,TMIN,48,0,0,1,195401,200502,0.5250774758399367,0.75664545550226,0.8811486902821183,0.8559605575984522,0.9671470801023315,1.0916230669839637,1.0935365983012666,1.2086193473201357,1.5726448551128793,0.9317301864388281,10,100
