,City,Var,Period,Phase,D-Type,T-Type,Start,End,Winter,Spring,Summer,Fall
0,DENVER,TMIN,34,0,0,1,195211,200502,0.5712397991882426,0.5861547240431787,0.6880953479718771,0.6051880874942871
1,DENVER,TMIN,35,0,0,1,195212,200502,0.5623837655294723,0.5699301099024999,0.615909590649549,0.6084942315829461
2,DENVER,TMIN,36,0,0,1,195301,200502,0.5358885297840047,0.5994348566266398,0.6142899424687637,0.5938684793225145
