,City,Var,Period,Phase,D-Type,T-Type,Start,End,Train Winter,Train Spring,Train Summer,Train Fall,Train R2,Test Winter,Test Spring,Test Summer,Test Fall,Test R2,Layers,First_neuron,FB
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6904194048946771,0.5964476277797665,0.5696456067625448,0.6383479813157173,0.9727828727806287,0.9546426395292378,1.227222029964622,1.45018299956678,1.2246799451241672,0.9122821937214025,6,75,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.9709765808074412,1.1043216417670945,0.7781014363256431,0.8362909482321849,0.9472472693771563,0.8233944952221295,1.624195696208803,1.3330018842194975,1.3941925475878245,0.9074405442654919,8,75,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.902019371895106,0.785952458018755,0.8100153791535205,0.7631515849905987,0.9591801092680907,1.3442035191617343,1.5698951782263564,1.452952484833672,1.5154202668515342,0.8677025021846059,10,75,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6283344599531512,0.6353421794932098,0.7655007857451346,0.6994759129906459,0.9717204513824211,0.8393405265628751,1.2321278874323054,1.6148701772767087,1.3855927153757437,0.9123777450614453,1,100,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6798955992791402,0.6426324683148729,0.9005897767849119,0.6959340479982391,0.9691806165561377,0.9120269405973819,1.1915916671789482,1.5188623336567764,1.413600812175354,0.9079180924898173,2,100,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.624318898127127,0.5800494381172686,0.7482863057438429,0.6732899677167724,0.9723607174953759,0.7599217839087178,1.211075199581016,1.2356299979454366,1.3537714657877615,0.9277382553687709,4,100,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.9368578353539406,0.8341345930309862,0.7478373979773135,0.7446911222940713,0.9574962996744216,1.212740108824347,1.3560174834144318,1.315827154034711,1.195349313077773,0.8945286914836589,6,100,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.7899858187779244,0.7526056859113681,0.6563308008136916,0.7021639881002454,0.962911840742151,0.7817250019659202,1.432265814161492,1.347762140825225,1.3077655024860022,0.9134034549777896,8,100,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.8368591449736645,0.7651149894879259,0.594866866959748,0.7664452407903211,0.9603723806200607,0.7916102447562837,1.6966473162282787,1.2964090419365928,1.2172393144130658,0.9106558383159592,10,100,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6846640252884765,0.6843624081561739,0.6249331291686625,0.7176821046680458,0.9702805985498553,0.9235525756590386,1.3554840568991324,1.5407274162743978,1.3060385311357516,0.9066493742317149,1,150,2
0,DENVER,TMIN,30,0,0,1,196605,201812,1.030104778810358,0.9946028925319705,0.7385621144300921,0.8036119895085885,0.9486485833447365,1.4429095023023712,2.0176162278560765,1.7798445127954114,1.7883035157036076,0.8361872711139504,2,150,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6026524625289177,0.5328063534589673,0.8254568584750563,0.6493534946217046,0.9725369188444922,0.7557287220548746,1.3530306668633676,1.6440936978546261,1.2064673578436633,0.921947538441047,4,150,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.681496946028279,0.616098994145737,0.6816787998030659,0.657009445398846,0.9700910580365176,0.7671219020619597,1.271492842225609,1.4512925359580116,1.3264757506453246,0.922127955313529,6,150,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6212294862390024,0.5508234127489616,0.7241213265808937,0.5941842669981695,0.973543742188655,0.8497516941361086,1.2072894346256202,1.4874944351680146,1.3467814588076399,0.9182706609241968,8,150,2
0,DENVER,TMIN,30,0,0,1,196605,201812,0.6584319682012834,1.1598737942373207,2.0365626747007113,1.1277923362272284,0.9243717942318449,0.7891054723544859,1.633536517443753,2.307045589517118,1.653140798505845,0.8831560495466948,10,150,2
