,City,Var,Phase,Period,Dtype,Ttype,Mean Obs,Mean Pred,Mean O-P,Mean abs(O-P),StdD Obs,StdD Pred,StdD O-P,StdD abs(O-P),abs(O-P)/Std,Month
77,DENVER,TMAX,0,2,0,1,81.72407407407407,81.88732330887406,-0.16324923479998538,4.194867197672527,4.091036459769605,4.190934478234852,5.172936966774077,2.9761555772235204,1.0253800568447557,6
78,DENVER,TMAX,0,2,0,1,88.15370370370373,84.8191611678512,3.334542535852503,4.305309860794633,2.583015128843633,3.3021930059461844,4.071859538812787,3.0039285456919598,1.666776865810321,7
79,DENVER,TMAX,0,2,0,1,85.86226415094339,85.25460340391915,0.6076607470242491,2.6268551520581513,2.3104467113105005,2.895168990442091,3.2757080390828324,2.018303336582573,1.1369468679795613,8
80,DENVER,TMAX,0,2,0,1,77.46037735849056,79.48383719966097,-2.0234598411704012,4.500610236401825,3.512906950016967,4.195389610153347,5.441025504624007,3.6239295430355867,1.2811640901504915,9
81,DENVER,TMAX,0,2,0,1,66.2924528301887,65.19622889104879,1.0962239391398887,5.669726245808154,4.418529561212548,6.626703846498906,7.0544244647448435,4.269161172969286,1.283170377670224,10
82,DENVER,TMAX,0,2,0,1,52.25471698113208,53.5083587934386,-1.25364181230653,4.661560260124927,4.816580579213042,4.546715206267421,6.599145665560355,4.796095629095873,0.9678152754763124,11
83,DENVER,TMAX,0,2,0,1,45.29811320754717,47.413468918710386,-2.1153557111632146,4.012786706888451,4.727964701402372,2.502137251688453,5.178298389599318,3.868260164435928,0.8487344894301367,12
84,DENVER,TMAX,0,3,0,1,43.96792452830189,44.4196537665601,-0.4517292382582182,4.093177953756079,5.258574447981478,1.9135911746748717,5.134192311453244,3.0808463302161417,0.7783816686910765,1
85,DENVER,TMAX,0,3,0,1,46.93773584905661,46.356707446980025,0.5810284020765776,4.641868936790612,5.420907758750598,1.9398072305593375,5.972130290854004,3.748214883282661,0.8562899690181156,2
86,DENVER,TMAX,0,3,0,1,52.369811320754735,52.293696493472694,0.07611482728202364,3.709943936905769,4.749517583019126,2.1844901624206,4.69932206592369,2.839218644802444,0.7811201605337501,3
87,DENVER,TMAX,0,3,0,1,61.35,61.68175944575557,-0.3317594457555702,3.683500614872687,4.427178069648583,2.6494707778840088,4.900148702189062,3.209270665376677,0.8320199813343113,4
88,DENVER,TMAX,0,3,0,1,70.77962962962964,72.95966720581055,-2.180037576180917,4.220609848587601,3.832255340176731,3.8369948401021867,5.167083778067651,3.6594176388006785,1.101338369690408,5
89,DENVER,TMAX,0,3,0,1,81.72407407407407,83.8186501397027,-2.0945760656286168,3.8838887532552073,4.091036459769605,4.066428155742768,4.5907698577071105,3.1899824880372534,0.9493654704494948,6
90,DENVER,TMAX,0,3,0,1,88.15370370370373,86.4820521319354,1.6716515717683014,3.365777333577474,2.583015128843633,3.337985193130506,4.011436550519871,2.719662760448197,1.3030420519001253,7
91,DENVER,TMAX,0,3,0,1,85.86226415094339,85.5140366464291,0.3482275045142992,2.346003348872346,2.3104467113105005,2.463958171145521,2.972551341404827,1.8303232320880078,1.0153895077466113,8
92,DENVER,TMAX,0,3,0,1,77.46037735849056,79.5660121125995,-2.105634754108933,3.7951619274211374,3.512906950016967,3.304546869218498,4.4094016816345345,3.0465627541712808,1.0803479800120546,9
93,DENVER,TMAX,0,3,0,1,66.2924528301887,66.79105384394808,-0.4986010137593964,4.739101784184296,4.418529561212548,4.572305132377034,6.168964340720857,3.9266415190185926,1.0725517886732834,10
94,DENVER,TMAX,0,3,0,1,52.25471698113208,52.97544414592239,-0.7207271647903154,3.928558982993072,4.816580579213042,3.7440466847038456,5.557610526565485,3.960567708504551,0.8156323595929419,11
95,DENVER,TMAX,0,3,0,1,45.29811320754717,46.43370876672133,-1.1355955591741593,3.7032337980450327,4.727964701402372,2.272343473922412,4.773405943518406,3.1815265124465815,0.7832617271754606,12
