,City,Var,Period,Phase,D-Type,T-Type,Start,End,Train Winter,Train Spring,Train Summer,Train Fall,Train R2,Test Winter,Test Spring,Test Summer,Test Fall,Test R2,Layers,First_neuron
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6460143948585885,0.5050796669690966,0.5178425404733291,0.6451462740393458,0.9699162244205892,0.903336497065745,1.4412350306049682,1.1767831477300954,0.96869074772719,0.935753881350982,1,25
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6382820437760605,0.5489317429943987,0.6019904634407894,0.611002074370388,0.9692256328073745,0.8330374550908147,1.2806768329773701,1.1098086909586726,1.0930653332647051,0.9411513803992586,2,25
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6754452583838835,0.5703139747635778,0.6150631539211874,0.5989188149269166,0.9684167035687142,0.9007592733406083,1.1089784935123614,1.0185998099762108,1.2089248679029467,0.9404248179737821,4,25
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6359822118744537,0.6876755008318999,0.7052399850501144,0.7370293680059558,0.9663211323976562,0.9286955840140717,1.113467864334561,1.0861870080902796,1.098915149152561,0.9400299706530533,6,25
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6705634616436029,0.5433392961439946,0.9531543472202078,0.6444006211930781,0.9642826866819245,0.8173743512523505,1.375317305429961,1.322606114044556,1.110499680535874,0.9382179752836713,8,25
0,DENVER,TMIN,36,0,0,1,195301,200502,0.7065860724361088,0.514375943960776,0.5671056074621968,0.6756693537311808,0.966030664043316,0.8390794602929859,1.0854125145197855,1.092491439697138,1.2082643334935093,0.9470385834473822,10,25
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6494466746956408,0.7220901583022489,0.9685507260634038,0.7220071579510838,0.9613122073232939,0.8320144680075297,1.460412673425795,1.5079480158632361,1.0224736901079476,0.9226404522384264,1,50
0,DENVER,TMIN,36,0,0,1,195301,200502,0.8273724523000395,0.6697382512036897,0.8017552806525409,0.763884966914393,0.9560050202405561,1.052134793935976,1.181190137769639,1.318359198580228,1.4092111145540847,0.9205031369507426,2,50
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6568641628897388,0.49972606597980573,0.5425523976336025,0.5996000246707968,0.9715176021848918,0.9088455715850244,1.0545917151876358,1.1656045378337208,1.0243440457996693,0.9470916346838487,4,50
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6229422470800793,0.500977004159593,0.6730474627248353,0.5584422469798435,0.9703431953057616,0.8406551514352542,1.159576974799369,1.2098353350047664,0.8881164760382525,0.9466198545160593,6,50
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6544839849637022,0.49463253234766863,0.637534082542606,0.615799950518932,0.9706360123305715,0.8768713561784427,1.4497732182747256,1.0497938005283123,1.1279865667790248,0.9432468223327952,8,50
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6785183216550591,0.5107849976629804,0.7540824863615585,0.7023157646872233,0.9669437869709194,0.8611748185978376,1.4357755738510027,1.1278611748432728,1.0500790899889372,0.9427828300383958,10,50
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6323660815507476,0.711913324700303,0.7057438409538422,0.6909441026995341,0.9672193453709501,0.9095950614004122,0.949024504727569,1.1891586792672804,0.955279050286635,0.9452990801228761,1,75
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6124550388654194,0.6896231940312157,1.1910317645707076,0.7324845803080899,0.9617871900152579,0.9189323899861336,1.1333741772060395,1.6643072080392018,0.9107644730615586,0.9364543404920536,2,75
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6179801232006835,0.9275135705571894,1.8245969867106788,0.7473995556623595,0.9471468085720339,0.8860556950784275,1.6388273104296072,2.5321101745599317,0.9761676012850259,0.912425935349956,4,75
0,DENVER,TMIN,36,0,0,1,195301,200502,0.7076109625496779,0.8578186751536704,0.7641775639741394,0.6233368034683534,0.9607059315728456,0.8992613956828676,0.9229602533217102,1.1978604069409993,1.332400900144367,0.9444884533686657,6,75
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6048497517584924,0.6963140430339468,0.714235594045237,0.7280139159040893,0.968579863133849,0.8944973000931812,0.9678655203840574,1.3298191130726884,1.0184913418092874,0.9517556652037528,8,75
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6755807988060046,0.45871796562340034,0.5518497766443967,0.579962838463385,0.9715037960999023,0.867581057988246,1.248762065735067,1.2090116595652358,0.8829737080950962,0.9465609683725454,10,75
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6561705598634234,0.6394150586216073,0.7135069557045165,0.7782437337079674,0.9656047397403743,0.9222603996809383,0.9499003517265177,1.175825902537699,0.9569256020427931,0.9533708872032601,1,100
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6417628916820822,0.6013966852604834,1.001150587148958,0.6295609207332319,0.9638324335084839,1.0356801371143718,1.359692941710991,1.3784403363211089,0.8124248243200162,0.9384778396187224,2,100
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6600723679154639,0.5172090743199824,0.8178882009262577,0.6473436663708327,0.9669763599304559,0.8890424942966909,1.170232282536548,1.2183812087655028,1.1005244783165733,0.9400081627685543,4,100
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6339317830942827,0.4932290724972728,0.6221844375295295,0.6771666482872285,0.9705241964225974,0.9432232654662439,1.002310585843748,1.094709720468926,1.0183683984088951,0.9466295930387428,6,100
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6639167003708525,0.45965325361202075,0.6599355967719457,0.6049773173537626,0.97002741943934,0.847738397768708,1.2782113204690215,1.0946582034664292,0.7863140636000239,0.9542197039931855,8,100
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6509419205351987,0.5440143137108427,0.8362446210424048,0.7083949881159209,0.9657134490304453,0.8422214447512325,1.0437477253427616,1.1384993642229237,0.9302332685261181,0.9503743565097524,10,100
0,DENVER,TMIN,36,0,0,1,195301,200502,0.617322498774827,0.5270958396394677,1.0225296859406985,0.6598227321842399,0.9676853373661444,0.9020091766124861,1.1730460068869721,1.6782264331957464,1.2762839441093858,0.930108973639034,1,150
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6221608859354122,0.6147515884554265,0.6709256789770034,0.6534127316703834,0.9701661658340976,0.8985488181187445,1.1446329166093612,1.3901803954175207,1.2063585357376254,0.9389616090787527,2,150
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6708264370487367,0.5806209968251486,0.7254968205976114,0.7390323024102669,0.9662801883396234,0.851416655264707,0.846867537468965,1.2823966461908116,1.149042099212944,0.9446548112714694,4,150
0,DENVER,TMIN,36,0,0,1,195301,200502,0.671624757847789,0.7127257512394053,1.1816703121385959,0.8084208197008009,0.9564818004851033,0.9151105296768219,1.3448714889681364,1.5062805604257796,1.0836680743232074,0.9322594283302307,6,150
0,DENVER,TMIN,36,0,0,1,195301,200502,0.654461557442887,0.6271244989886365,0.9795694556489556,0.6219614229231928,0.9642434367634899,0.8775943200705658,1.5322951904629527,1.1678917649849259,0.9028172043936694,0.9391577537971664,8,150
0,DENVER,TMIN,36,0,0,1,195301,200502,0.6008662540986366,0.49551926422454723,0.658455476184015,0.5801585031095775,0.9724515475902389,0.9796952580918656,1.0615925019992636,1.0315868809603217,0.8265102550526908,0.9532501432962008,10,150
